"AMOUNT","CASE","CREATED_AT","MERCHANT","RISK_SCORE","USER_ACCOUNT_AGGREGATE_ORDER_COUNT"
"101.0","583925027","2018-03-04","7625","62.17","1"
"30.3","583438888","2018-03-04","7625","86.01","10"
"64.75","582123125","2018-03-02","7625","86.4","8"
"4.0","602913857","2018-03-21","7625","60.39","54"
"2.0","599611005","2018-03-18","7625","54.13","7"
"12.0","585873636","2018-03-06","7625","77.0","5"
"31.2","596433655","2018-03-15","7625","57.69","4"
"9.0","601894339","2018-03-20","7625","79.61","1"
"8.0","594031395","2018-03-13","7625","82.31","1"
"2.0","601734783","2018-03-20","7625","85.91","2"
"1.33","585814639","2018-03-06","7625","98.4","3"
"11.8","611122172","2018-03-30","7625","68.43","1"
"5.0","609772699","2018-03-28","7625","81.64","3"
"3.97","597525075","2018-03-17","7625","61.48","9"
"10.76","601272591","2018-03-20","7625","55.45","50"
"2.0","605054545","2018-03-23","7625","63.7","4"
"1.23","579881127","2018-03-01","7625","80.69","1"
"91.2","589590691","2018-03-09","11430","73.29","1"
"8.0","606092028","2018-03-24","7625","77.93","3"
"14.5","602631730","2018-03-21","7625","80.83","1"
"10.0","583281608","2018-03-03","7625","83.39","31"
"44.28","600880779","2018-03-19","407","56.27",""
"5.0","585308816","2018-03-05","7625","62.83","2"
"6.77","593571220","2018-03-13","7625","80.84","4"
"2.0","581643069","2018-03-02","7625","83.31","3"
"85.71","608864417","2018-03-27","7625","73.91","3"
"0.25","586443879","2018-03-06","7625","77.49","1"
"192.0","593656642","2018-03-13","7625","62.23","3"
"72.0","584542119","2018-03-05","7625","74.69","1"
"1.85","582384365","2018-03-03","7625","80.76","3"
"0.5","604068619","2018-03-23","7625","96.5","1"
"7.0","610959020","2018-03-29","7625","67.76","2"
"12.0","586629390","2018-03-06","7625","83.94","1"
"5.0","590016441","2018-03-09","7625","73.48","1"
"448.5","609867509","2018-03-28","71","68.99","1"
"22.2","601281885","2018-03-19","7625","92.75","3"
"6.0","607882629","2018-03-26","7625","75.84","17"
"45.39","587938170","2018-03-08","7625","56.94","2"
"64.4","595523259","2018-03-15","7625","71.37","2"
"60.61","582085471","2018-03-02","7625","97.94","5"
"78.55","580464821","2018-03-01","7625","71.53","1"
"36.81","594767626","2018-03-14","7625","75.2","4"
"2.0","601723224","2018-03-20","7625","91.23","2"
"4.0","592210482","2018-03-11","7625","65.98","1"
"84.0","586462848","2018-03-06","7625","89.6","2"
"70.0","585604286","2018-03-05","7625","73.23","7"
"16.65","580101043","2018-03-01","7625","59.82","1"
"5.85","590368750","2018-03-10","7625","96.4","1"
"47.0","600965779","2018-03-20","7625","60.62","1"
"5.92","609723579","2018-03-28","7625","53.18","1"
"1.23","585287785","2018-03-05","7625","81.32","1"
"6.0","611652554","2018-03-30","7625","62.45","8"
"4.0","599591811","2018-03-18","7625","56.15","1"
"60.8","581241007","2018-03-02","7625","82.73","3"
"17.0","599950620","2018-03-19","7625","80.25","1"
"776.99","902734773","2018-03-21","2007014","70.08",""
"3.96","607425109","2018-03-26","7625","53.92","2"
"746.0","609881605","2018-03-28","3164","94.22","7"
"9.0","606737621","2018-03-25","7625","66.53","4"
"34.37","599994244","2018-03-19","7625","94.79","1"
"19.85","597504024","2018-03-17","7625","59.34","2"
"4.0","583403829","2018-03-04","7625","64.38","7"
"26.25","587313160","2018-03-07","7625","71.4","1"
"1.0","605778830","2018-03-24","7625","83.98","1"
"16.45","610448590","2018-03-29","7625","54.7","3"
"1.0","601513776","2018-03-20","7625","94.86","1"
"2.0","582743679","2018-03-03","7625","70.09","4"
"3.0","594633419","2018-03-14","7625","65.14","12"
"0.5","607497039","2018-03-26","7625","96.67","1"
"130.0","598268468","2018-03-17","1801","99.24","1"
"1.41","608676071","2018-03-27","7625","70.89","1"
"3.0","602185461","2018-03-21","7625","84.92","2"
"1.98","610432858","2018-03-29","7625","56.47","1"
"1.9","609894694","2018-03-28","7625","94.61","8"
"9.0","608822605","2018-03-27","7625","76.44","1"
"1.23","581645695","2018-03-02","7625","81.27","1"
"17.78","596060837","2018-03-15","7625","60.5","3"
"3.9","607423622","2018-03-26","7625","80.8","1"
"2.0","609990413","2018-03-28","7625","77.72","4"
"20.0","585815693","2018-03-06","2003188","91.52","1"
"57.0","608986819","2018-03-27","7625","77.38","2"
"155.15","599201831","2018-03-18","7625","63.76","1"
"6.2","581201100","2018-03-02","7625","66.4","16"
"45.05","585041412","2018-03-05","7625","52.89","2"
"4.0","588370291","2018-03-08","7625","67.03","4"
"8.0","583921660","2018-03-04","7625","73.29","12"
"0.5","588374875","2018-03-08","7625","94.26","1"
"11.76","606991096","2018-03-25","7625","58.27","2"
"1679.98","905135217","2018-03-26","2007014","56.75",""
"693.75","902933381","2018-03-19","2007014","93.79",""
"6.0","602094260","2018-03-21","7625","79.41","5"
"20.5","603288055","2018-03-22","7625","91.55","7"
"30.2","607583233","2018-03-26","7625","68.22","4"
"2.0","580139359","2018-03-01","7625","95.23","2"
"13.3","601041499","2018-03-20","7625","79.74","2"
"15.82","595644040","2018-03-15","7625","78.32","3"
"1478.16","901946535","2018-03-26","2007014","56.25",""
"15.85","584625243","2018-03-05","7625","93.79","1"
"18.0","590909186","2018-03-10","7625","63.9","1"
"652.21","592491581","2018-03-12","2209","67.16","1"
"2.0","602665649","2018-03-21","7625","70.85","40"
"968.5","904773562","2018-03-21","2007014","52.09",""
"2.18","596862369","2018-03-16","7625","81.01","1"
"1.23","584496833","2018-03-04","7625","86.98","1"
"2.0","596283577","2018-03-15","7625","97.81","1"
"4.94","608107466","2018-03-26","7625","54.0","4"
"10.0","579938478","2018-03-01","7625","55.87","7"
"2.0","597273230","2018-03-16","7625","84.82","4"
"1.0","584090684","2018-03-04","7625","87.9","1"
"80.0","602808459","2018-03-21","7625","72.8","1"
"13.97","607416424","2018-03-26","7625","73.02","1"
"156.6","594158138","2018-03-13","7625","67.54","1"
"13.83","596761037","2018-03-16","7625","57.01","1"
"2.55","587448218","2018-03-07","7625","67.42","10"
"2.0","609731709","2018-03-28","7625","92.48","3"
"938.99","904051059","2018-03-18","2007014","89.34",""
"11.77","607046521","2018-03-25","7625","74.24","1"
"224.58","589427618","2018-03-09","7625","71.06","1"
"108.8","597552032","2018-03-17","9151","95.44",""
"4.79","581232056","2018-03-02","7625","93.04","11"
"2.0","605428870","2018-03-24","7625","80.13","3"
"3.0","598746393","2018-03-18","7625","75.6","10"
"1.9","582214754","2018-03-03","7625","63.92","6"
"5.0","602521421","2018-03-21","7625","90.82","1"
"10.4","584498813","2018-03-04","7625","66.68","2"
"15.0","598737423","2018-03-18","7625","54.83","2"
"0.5","606362287","2018-03-25","7625","71.03","1"
"6.0","603924197","2018-03-22","7625","82.19","1"
"20.24","582026340","2018-03-02","7625","66.65","1"
"1038.98","901989530","2018-03-20","2007014","90.81",""
"4.9","593931836","2018-03-13","7625","88.65","9"
"696.0","903395437","2018-03-20","2007014","96.09",""
"3.8","593029470","2018-03-12","7625","87.33","4"
"23.15","606791222","2018-03-25","7625","82.39","1"
"202.75","584674075","2018-03-05","7625","83.43","1"
"8.7","582024203","2018-03-02","7625","84.85","1"
"14.2","593097774","2018-03-12","7625","74.51","1"
"1.23","580453033","2018-03-01","7625","79.49","1"
"74.0","596665392","2018-03-16","7625","81.6","1"
"58.08","580101404","2018-03-01","7625","76.49","2"
"29.8","598710182","2018-03-18","7625","81.81","1"
"15.39","611583051","2018-03-30","7625","61.46","2"
"1.0","604971844","2018-03-23","7625","70.54","1"
"2.0","601800610","2018-03-20","7625","53.55","2"
"974.25","904779876","2018-03-29","2007014","81.98",""
"4.0","607356692","2018-03-26","7625","86.36","1"
"51.1","607386131","2018-03-26","7625","61.87","5"
"4.95","585014067","2018-03-05","7625","76.46","6"
"7.0","611140886","2018-03-30","7625","79.42","1"
"9.0","586829112","2018-03-07","7625","64.06","2"
"2.0","592453140","2018-03-12","7625","99.0","9"
"5.91","582486648","2018-03-03","7625","71.75","1"
"938.99","904618007","2018-03-30","2007014","91.38",""
"10.0","599618520","2018-03-18","7625","77.58","1"
"22.5","580462590","2018-03-01","7625","86.59","3"
"91.0","584790707","2018-03-05","7625","75.49","1"
"1.25","586658044","2018-03-06","7625","79.49","1"
"0.5","595908194","2018-03-15","7625","92.13","1"
"6.0","603640396","2018-03-22","7625","80.33","4"
"1899.99","903143765","2018-03-26","2007014","60.9",""
"4.0","608300595","2018-03-27","7625","67.61","4"
"14.73","607513143","2018-03-26","7625","69.96","1"
"14.81","582983486","2018-03-03","7625","73.18","2"
"1.68","602529087","2018-03-21","7625","60.52","9"
"97.0","582980363","2018-03-03","7625","77.29","1"
"888.99","903147694","2018-03-28","2007014","90.35",""
"33.0","595551658","2018-03-15","7625","55.55","2"
"1.7","583547872","2018-03-04","7625","60.81","68"
"11.7","598537588","2018-03-17","7625","94.84","3"
"3.0","589499832","2018-03-09","7625","54.82","11"
"10.0","584666828","2018-03-05","7625","77.15","7"
"140.5","586527638","2018-03-06","7625","80.1","2"
"2.32","590413198","2018-03-10","7625","81.73","17"
"2.92","581245171","2018-03-02","7625","75.22","1"
"1.0","587830473","2018-03-07","7625","95.26","1"
"65.36","603678644","2018-03-22","7625","69.2","84"
"31.0","588702628","2018-03-08","7625","51.46","13"
"42.0","610448852","2018-03-29","7625","57.38","5"
"219.99","904857860","2018-03-16","2007014","66.49",""
"12.26","596428549","2018-03-15","7625","92.54","3"
"11.8","598067830","2018-03-17","7625","95.07","1"
"2.0","585447386","2018-03-05","7625","54.42","7"
"8.0","583911265","2018-03-04","7625","66.52","3"
"8.0","599585088","2018-03-18","7625","63.2","20"
"210.0","610542416","2018-03-29","10088","98.66","1"
"10.0","599171714","2018-03-18","7625","88.14","1"
"0.25","580652835","2018-03-01","7625","96.91","1"
"13.0","583606555","2018-03-04","7625","60.88","9"
"1354.99","609737122","2018-03-28","11473","91.42",""
"180.0","604421004","2018-03-23","7625","88.49","12"
"1.85","601507257","2018-03-20","7625","82.75","4"
"8.0","593992736","2018-03-13","7625","90.97","2"
"18.88","607618005","2018-03-26","7625","69.02","1"
"7.6","599981604","2018-03-19","7625","72.71","1"
"6.0","588947503","2018-03-08","7625","95.91","3"
"22.8","581955488","2018-03-02","7625","65.42","1"
"3.15","593745679","2018-03-13","7625","90.87","4"
"10.0","597063160","2018-03-16","7625","89.69","1"
"153.56","605056579","2018-03-23","1003","71.48","1"
"3.92","600059871","2018-03-19","7625","72.09","1"
"5.0","589286091","2018-03-09","7625","51.11","1"
"2.0","611100730","2018-03-30","7625","92.44","2"
"7.0","587423054","2018-03-07","7625","87.07","3"
"2.0","607955447","2018-03-26","7625","96.46","2"
"32.3","586672195","2018-03-06","7625","55.15","1"
"1.9","583629814","2018-03-04","7625","88.26","3"
"1.95","607639256","2018-03-26","7625","94.0","1"
"38.19","605200032","2018-03-24","7625","85.03","4"
"29.0","592985769","2018-03-12","7625","67.36","5"
"2.0","608948322","2018-03-27","7625","79.59","1"
"2.0","579887375","2018-03-01","7625","69.53","2"
"2.46","585609533","2018-03-06","7625","69.42","2"
"44.79","592872898","2018-03-12","7625","55.23","5"
"15.25","599996714","2018-03-19","7625","93.51","5"
"34.06","607956891","2018-03-26","7625","73.15","1"
"36.31","600888652","2018-03-19","7625","93.84","4"
"640.98","903894800","2018-03-21","2007014","86.21",""
"3.9","584375805","2018-03-04","7625","91.72","3"
"10.08","593425608","2018-03-13","7625","63.67","3"
"8.0","599711287","2018-03-18","7625","85.61","6"
"6.29","581220462","2018-03-02","7625","92.72","4"
"24.0","597950761","2018-03-13","7625","76.65","8"
"1.0","587281352","2018-03-07","7625","77.88","1"
"13.0","594774646","2018-03-14","7625","50.24","1"
"0.0","904004176","2018-03-25","2007014","93.63",""
"1.92","588954485","2018-03-09","7625","76.97","2"
"20.0","603230699","2018-03-22","7625","86.3","2"
"7.0","599607574","2018-03-18","7625","71.51","11"
"8.92","589857754","2018-03-09","7625","64.16","1"
"58.0","588623875","2018-03-08","7625","50.9","4"
"0.5","603555303","2018-03-22","7625","90.72","1"
"36.0","595119350","2018-03-14","7625","89.77","2"
"0.0","903969258","2018-03-16","2007014","83.39",""
"30.2","600087367","2018-03-19","7625","52.06","3"
"68.2","592259737","2018-03-12","7625","64.17","10"
"3.0","584258772","2018-03-04","7625","66.32","4"
"1.0","595418254","2018-03-15","7625","59.25","1"
"330.04","610323001","2018-03-29","71","76.27","1"
"76.88","604426720","2018-03-23","7625","71.22","4"
"43.9","606583556","2018-03-25","7625","64.05","1"
"719.99","904101839","2018-03-26","2007014","83.5",""
"570.0","601040150","2018-03-20","1801","80.98","1"
"1.0","599910009","2018-03-19","7625","82.37","1"
"6.0","603030725","2018-03-22","7625","86.57","5"
"6.0","611858551","2018-03-30","7625","89.37","2"
"9.76","592456612","2018-03-12","7625","67.57","4"
"744.54","604971815","2018-03-23","71","72.18","1"
"18.0","588845384","2018-03-08","7625","56.73","1"
"245.0","610075270","2018-03-29","7625","74.87","1"
"6.0","587283107","2018-03-07","7625","74.87","3"
"12.85","594076280","2018-03-11","7625","79.52","7"
"5.9","595397870","2018-03-14","7625","58.78","4"
"48.06","596801315","2018-03-16","7625","71.24","1"
"192.75","588163424","2018-03-08","7625","83.79","1"
"40.0","585009566","2018-03-05","7625","75.1","5"
"4.0","606289327","2018-03-25","7625","67.09","2"
"70.0","590069547","2018-03-10","1392","98.27",""
"1.0","607588789","2018-03-26","7625","50.33","1"
"6.3","595057296","2018-03-14","7625","82.87","3"
"2.0","607651625","2018-03-26","7625","77.15","3"
"54.17","600187746","2018-03-19","407","70.96",""
"76.34","587092293","2018-03-07","7625","67.78","9"
"49.4","602379863","2018-03-21","3234","83.21","0"
"30.19","608324775","2018-03-27","7625","65.96","16"
"55.76","607225112","2018-03-26","407","50.31",""
"2.0","583496405","2018-03-04","7625","54.88","5"
"6.0","602639840","2018-03-21","7625","66.91","3"
"9.0","607927116","2018-03-26","7625","86.94","2"
"0.5","594077058","2018-03-13","7625","92.5","1"
"1.95","600170010","2018-03-19","7625","93.45","6"
"1.0","589551645","2018-03-09","7625","87.41","1"
"60.0","599307213","2018-03-18","7625","66.79","16"
"0.5","611863527","2018-03-30","7625","60.92","1"
"309.0","591135577","2018-03-10","7625","76.01","1"
"4.0","612184591","2018-03-30","7625","53.91","2"
"5.0","587437326","2018-03-07","7625","87.72","4"
"1.85","605885448","2018-03-24","7625","84.44","3"
"2.0","581557193","2018-03-02","7625","65.02","37"
"1.0","611116316","2018-03-30","7625","69.18","1"
"11.7","597498335","2018-03-16","7625","90.47","9"
"31.0","587310449","2018-03-07","7625","93.94","1"
"2.0","584789228","2018-03-05","7625","73.53","2"
"25.35","600471252","2018-03-19","7625","55.66","1"
"18.0","599866565","2018-03-18","7625","52.4","6"
"12.0","610996183","2018-03-29","7625","74.72","1"
"1.0","610157063","2018-03-29","7625","72.54","1"
"33.0","601685655","2018-03-20","7625","80.09","1"
"38.43","581988642","2018-03-02","7625","91.38","4"
"212.65","587869078","2018-03-07","2002469","99.45",""
"2.92","596304520","2018-03-15","7625","63.3","3"
"22.0","607622322","2018-03-26","7625","73.74","1"
"52.2","596889669","2018-03-16","7625","80.9","9"
"442.0","588417636","2018-03-08","71","65.37","1"
"10.45","597216111","2018-03-16","7625","86.07","1"
"689.99","904800336","2018-03-16","2007014","82.78",""
"10.0","605057850","2018-03-23","7625","56.52","3"
"11.0","582980323","2018-03-03","7625","67.31","4"
"17.74","588456249","2018-03-08","7625","65.07","1"
"5.0","597440855","2018-03-16","7625","50.19","1"
"15.45","604027202","2018-03-22","7625","71.88","22"
"1.0","603693606","2018-03-22","7625","72.94","1"
"2.76","583718758","2018-03-04","7625","80.82","10"
"4.0","584734170","2018-03-05","7625","85.8","3"
"2.0","599733461","2018-03-18","7625","76.04","2"
"16.8","610917039","2018-03-29","7625","65.25","1"
"3.9","603201707","2018-03-22","7625","85.07","1"
"1.0","601779603","2018-03-20","7625","53.82","1"
"11.25","584967663","2018-03-05","7625","94.19","1"
"30.02","589092807","2018-03-09","7625","63.93","3"
"1.0","598003374","2018-03-13","7625","61.76","13"
"25.0","608631175","2018-03-27","7625","53.67","4"
"106.36","592070448","2018-03-11","7625","82.29","1"
"35.4","590175556","2018-03-10","7625","67.71","1"
"1.0","603628833","2018-03-22","7625","74.39","1"
"3.0","594480571","2018-03-14","7625","97.21","3"
"4.0","599614181","2018-03-18","7625","77.36","7"
"2.92","581994668","2018-03-02","7625","52.63","4"
"3.9","597607735","2018-03-17","7625","65.17","8"
"776.99","901837177","2018-03-16","2007014","57.18",""
"1.0","588748793","2018-03-08","7625","55.55","1"
"1.0","598761174","2018-03-18","7625","58.01","1"
"2.0","583615440","2018-03-04","7625","84.03","18"
"2.0","596139849","2018-03-15","7625","83.86","2"
"43.0","592733711","2018-03-12","7625","86.37","1"
"5.39","596129868","2018-03-15","7625","80.06","2"
"2.0","591137428","2018-03-10","7625","88.28","4"
