"AMOUNT","CASE","CREATED_AT","MERCHANT","RISK_SCORE","USER_ACCOUNT_AGGREGATE_ORDER_COUNT"
"92.8","572830622","2018-02-22","7863","30.32","36"
"10.0","553466349","2018-02-03","7625","45.44","9"
"50.0","574987201","2018-02-24","7625","26.23","2"
"4.0","568579021","2018-02-17","8743","47.42","205"
"22.0","551893690","2018-02-01","7625","27.56","9"
"3.0","558216219","2018-02-07","8743","48.31","432"
"1364.4","561273415","2018-02-10","2207","40.27",""
"3.6","555202141","2018-02-04","7625","47.36","14"
"1.85","555393363","2018-02-04","7625","48.06","8"
"117.5","556177575","2018-02-05","7625","20.15","3"
"4.0","556356313","2018-02-05","8743","48.76","56"
"12.62","556358156","2018-02-05","7625","47.93","6"
"20.0","562891111","2018-02-12","8743","45.0","8"
"16.0","563540062","2018-02-12","7625","41.76","24"
"10.0","569060889","2018-02-18","8743","46.6","22"
"8.0","564165832","2018-02-13","8743","45.25","17"
"16.0","569980286","2018-02-19","8743","46.05","53"
"10.0","569980873","2018-02-19","7625","46.2","12"
"5.85","569890213","2018-02-19","7625","41.87","14"
"9.95","557092680","2018-02-06","7625","48.32","48"
"12.0","561289461","2018-02-10","8743","48.38","12"
"1.85","555092760","2018-02-04","7625","49.03","33"
"1.95","575850457","2018-02-25","7625","47.55","8"
"28.1","576463123","2018-02-25","14402","46.09","1"
"1212.35","577645739","2018-02-26","155","47.07",""
"13.0","565722605","2018-02-15","8743","44.54","233"
"17.45","559228811","2018-02-08","7625","28.08","2"
"0.0","576519019","2018-02-25","2003684","42.71",""
"7.0","577297366","2018-02-26","8743","46.16","343"
"4.7","574747270","2018-02-24","7625","47.7","6"
"108.8","573533034","2018-02-22","7625","23.98","9"
"11.0","552462348","2018-02-02","8743","48.81","180"
"2.85","578007337","2018-02-27","7625","47.14","7"
"9.52","563279638","2018-02-12","14731","46.91","20"
"31.15","576013760","2018-02-25","7625","28.63","17"
"6.0","573240630","2018-02-22","7625","47.71","20"
"1.24","554369252","2018-02-03","7625","46.95","1"
"4.0","558428405","2018-02-07","8743","46.6","34"
"5.0","551755213","2018-02-01","8743","48.29","32"
"15.75","572753613","2018-02-22","14731","48.05","5"
"14.0","564408468","2018-02-13","8743","42.37","6"
"6.0","568126382","2018-02-17","8743","45.74","48"
"3.0","553109445","2018-02-02","1632","49.4",""
"5.0","556921664","2018-02-06","7625","44.64","30"
"30.0","561159173","2018-02-10","7863","49.04","101"
"2.0","569593789","2018-02-18","7625","49.12","31"
"11.0","568853882","2018-02-18","8743","47.91","399"
"8.07","556814586","2018-02-06","7625","46.68","9"
"8.0","571258683","2018-02-20","8743","47.73","664"
"299.76","572208457","2018-02-21","2207","48.32",""
"3.0","555019650","2018-02-04","8743","48.25","264"
"2.0","562163680","2018-02-11","8743","48.67","24"
"10.1","565688779","2018-02-15","1632","48.79",""
"17.44","559049340","2018-02-08","8497","37.44",""
"27.0","568738635","2018-02-17","8743","46.46","14"
"8.0","559740515","2018-02-09","8743","48.31","18"
"6.0","568665408","2018-02-17","8743","49.21","48"
"11.0","555681799","2018-02-05","8743","46.83","136"
"45.6","564498885","2018-02-13","7625","40.79","51"
"23.85","568738320","2018-02-17","7625","28.78","15"
"32.0","573244080","2018-02-22","7863","46.87","20"
"6.0","564410704","2018-02-13","8743","47.97","23"
"6.0","551497092","2018-02-01","8743","45.98","9"
"203.33","576956382","2018-02-26","13601","34.08","0"
"31.0","555203652","2018-02-04","7625","29.37","4"
"3.0","569893891","2018-02-19","8743","49.17","188"
"5.0","578732201","2018-02-27","8743","49.73","114"
"1.95","552431345","2018-02-02","7625","48.63","15"
"7.0","575596662","2018-02-24","8743","48.19","272"
"7.0","576455466","2018-02-25","8743","46.81","51"
"249.99","577199213","2018-02-26","12220","46.47",""
"109.12","569134460","2018-02-18","7625","28.84","2"
"4.0","562462583","2018-02-11","8743","47.61","18"
"6.0","556643468","2018-02-06","8743","47.6","8"
"3.0","556206420","2018-02-05","8743","43.32","21"
"106.73","577719443","2018-02-26","7625","29.68","1"
"104.0","574246522","2018-02-23","7863","43.15","77"
"8.04","556426336","2018-02-05","14731","45.87","40"
"11.0","556391367","2018-02-05","8743","39.25","5"
"28.08","556109191","2018-02-05","7625","27.21","2"
"15.0","556668118","2018-02-06","8743","47.39","100"
"4.0","564927006","2018-02-14","7625","49.65","13"
"77.85","556391061","2018-02-05","7437","43.78",""
"4.0","560929624","2018-02-09","7625","42.46","3"
"2.15","556594667","2018-02-06","7625","41.12","8"
"7.0","556187191","2018-02-05","8743","49.19","241"
"10.0","570825060","2018-02-20","8743","45.4","13"
"9.0","570421426","2018-02-19","8743","47.41","7"
"2.0","556428063","2018-02-05","7625","29.98","8"
"7.0","556698314","2018-02-06","8743","48.85","27"
"20.0","556131627","2018-02-05","7625","41.37","32"
"13.0","553915041","2018-02-03","8743","46.33","149"
"2.39","556237809","2018-02-05","7625","45.37","9"
"229.98","578120534","2018-02-27","6189","27.27",""
"97.99","552712072","2018-02-02","49","25.79","1"
"13.83","570429148","2018-02-19","7625","44.96","3"
"6.0","565109163","2018-02-14","8743","47.57","17"
"1.1","556519186","2018-02-06","7625","22.8","1"
"6.0","560928464","2018-02-10","8743","49.23","831"
"12.01","556113038","2018-02-05","7625","44.17","31"
"153.65","573167022","2018-02-22","155","42.09",""
"1.95","552520450","2018-02-02","7625","48.04","13"
"302.69","564721153","2018-02-14","13761","40.76","1"
"267.48","560930406","2018-02-10","6189","27.38","1"
"24.0","556217276","2018-02-05","8743","48.12","17"
"25.0","556230361","2018-02-05","8743","49.28","23"
"191.27","556598216","2018-02-06","7625","25.21","3"
"2.0","556594131","2018-02-06","7625","28.91","4"
"120.0","556664506","2018-02-06","8886","41.73",""
"2.0","556790488","2018-02-06","7625","49.12","34"
"13.0","556594896","2018-02-06","7625","29.81","8"
"6009.43","556787424","2018-02-06","281","43.42","97"
"15.0","556109030","2018-02-05","2003417","42.47","1"
"4.0","556229576","2018-02-05","8743","49.03","110"
"156.0","565449316","2018-02-14","7625","35.27","4"
"5.0","556644390","2018-02-06","8743","49.55","30"
"7.0","556394232","2018-02-05","8743","49.07","6"
"10.0","556694329","2018-02-06","8743","43.35","348"
"179.0","559761388","2018-02-09","2001460","43.87","5"
"43.0","556698235","2018-02-06","7625","43.79","11"
"26.0","561805444","2018-02-11","7625","41.46","5"
"9.0","552655395","2018-02-02","8743","48.37","118"
"19.0","556410764","2018-02-05","7625","45.37","7"
"1115.96","556417857","2018-02-05","4053","44.96",""
"7.0","556413600","2018-02-05","8743","44.49","8"
"99.78","560411395","2018-02-09","2003489","40.89","4"
"5.0","556552478","2018-02-06","7625","42.01","8"
"2.5","556196140","2018-02-05","7625","35.82","45"
"4.0","556201878","2018-02-05","7625","26.32","6"
"262.65","556644485","2018-02-06","7625","29.97","1"
"13.0","556599815","2018-02-06","8743","44.76","11"
"11.97","556600747","2018-02-06","14731","46.13","5"
"9.0","566998636","2018-02-16","8743","46.57","361"
"5.0","556392026","2018-02-05","8743","48.69","50"
"5.0","556589019","2018-02-06","8743","47.13","5"
"7.0","557899413","2018-02-07","8743","47.83","49"
"8.0","574628268","2018-02-23","8743","46.14","8"
"161.75","556409290","2018-02-05","7625","29.33","32"
"393.2","556700849","2018-02-06","2000793","41.9",""
"109.99","556250646","2018-02-05","13705","31.01",""
"11.81","556661771","2018-02-06","7625","28.02","3"
"27.55","556109583","2018-02-05","7625","29.97","1"
"4.78","556408396","2018-02-05","7625","29.81","5"
"30.0","556587579","2018-02-06","8743","43.81","27"
"10000.0","564571865","2018-02-13","7551","46.38","0"
"172.91","556412293","2018-02-05","7439","40.75",""
"7.0","556557860","2018-02-06","8743","49.54","156"
"669.58","556378738","2018-02-05","2002068","48.57",""
"8.0","556553355","2018-02-06","8743","48.42","11"
"191.99","556131369","2018-02-05","57","23.21",""
"12.0","560934025","2018-02-10","8743","48.35","1978"
"2.0","575970006","2018-02-25","7625","29.97","11"
"4.0","556372392","2018-02-05","7625","49.08","13"
"10.0","560931770","2018-02-10","8743","46.43","94"
"13.0","556390570","2018-02-05","7625","45.83","7"
"2.0","556377241","2018-02-05","7625","48.66","31"
"4.0","564568762","2018-02-14","8743","48.17","6"
"1.8","569116259","2018-02-18","7625","49.13","5"
"8.95","556246681","2018-02-05","7625","45.92","75"
"8.0","578110044","2018-02-27","7625","45.16","57"
"8.71","556248092","2018-02-05","7625","45.62","13"
"5.0","573127241","2018-02-22","8743","46.19","196"
"1.8","564715356","2018-02-14","7625","25.9","71"
"47.25","577719284","2018-02-26","7625","28.67","5"
"92.53","556249877","2018-02-05","7625","28.08","1"
"587.0","556418408","2018-02-05","14059","44.42","113"
"5.0","560929154","2018-02-10","8743","48.75","68"
"5.0","556204706","2018-02-05","8743","47.08","73"
"9.0","556194347","2018-02-05","8743","44.34","26"
"8.0","556249116","2018-02-05","8743","49.28","79"
"12.8","556372758","2018-02-05","7625","45.76","55"
"401.0","565947125","2018-02-15","7625","27.89","5"
"7.0","556375393","2018-02-05","7625","29.25","3"
"422.0","556660438","2018-02-06","7625","29.3","2"
"5.1","556608237","2018-02-06","7625","44.71","78"
"5.0","556129150","2018-02-05","7625","46.82","397"
"7.95","556791802","2018-02-06","7625","45.95","6"
"4.0","556589484","2018-02-06","8743","46.66","35"
"12.0","556589542","2018-02-06","8743","46.69","20"
"8.0","565372628","2018-02-14","8743","49.01","8"
"3.17","556252668","2018-02-05","7625","45.57","5"
"7.0","556599262","2018-02-06","8743","46.42","29"
"13.2","556607232","2018-02-06","1632","44.72",""
"8.75","556253029","2018-02-05","7625","45.94","11"
"32.3","572388002","2018-02-21","2003545","34.98","2"
"2.85","564727265","2018-02-14","7625","48.66","38"
"8.0","565709537","2018-02-15","8743","47.12","143"
"14.0","556551803","2018-02-06","8743","48.26","5"
"16.0","571692687","2018-02-21","7625","24.41","5"
"2.0","556783800","2018-02-06","7625","29.23","13"
"14.0","573924419","2018-02-23","8743","47.29","511"
"5.0","560932207","2018-02-10","8743","48.64","35"
"6.0","565063831","2018-02-14","8743","48.73","9"
"9.0","556232794","2018-02-05","8743","45.01","19"
"5.0","556605891","2018-02-06","7625","46.64","66"
"129.73","556605025","2018-02-06","6375","48.33","1"
"5.0","556206124","2018-02-05","8743","49.37","158"
"6.0","560930552","2018-02-10","8743","47.5","63"
"32.67","556217732","2018-02-05","2207","44.47",""
"4.0","569426076","2018-02-18","8743","48.82","31"
"14.0","556592849","2018-02-06","7625","29.97","12"
"25.0","556788631","2018-02-06","8743","32.32","48"
"2.0","556248736","2018-02-05","7625","46.77","9"
"10.53","572837822","2018-02-22","7625","48.76","31"
"11.0","556551231","2018-02-06","8743","44.63","15"
"6.0","574845789","2018-02-24","7625","41.78","10"
"695.0","556697632","2018-02-06","8886","41.15",""
"273.07","556606033","2018-02-06","155","48.71",""
"149.91","556698221","2018-02-06","7625","29.6","5"
"8.38","560930882","2018-02-10","7625","29.74","1"
"17.0","556132285","2018-02-05","8743","43.8","17"
"5.0","560932017","2018-02-10","8743","48.56","6"
"4.55","556591447","2018-02-06","7625","44.7","5"
"12.0","556246603","2018-02-05","7625","43.84","21"
"5.0","556210066","2018-02-05","8743","48.22","9"
"18.0","556649728","2018-02-06","7625","29.99","2"
"21.0","559763110","2018-02-09","8743","47.05","54"
"12.0","577092586","2018-02-26","7625","29.04","3"
"12.5","560930891","2018-02-10","7625","42.12","2"
"2.0","556695654","2018-02-06","7625","46.56","13"
"370.87","577724075","2018-02-26","2001427","18.84","1"
"7.0","556697280","2018-02-06","8743","48.84","483"
"80.0","556236557","2018-02-05","8743","46.79","294"
"9.1","564115389","2018-02-13","1632","46.22",""
"1.0","556249624","2018-02-05","8743","46.6","103"
"35.17","556593461","2018-02-06","7625","45.76","7"
"9.1","556695009","2018-02-06","7625","49.25","21"
"20.0","577722071","2018-02-26","7625","46.48","11"
"58.0","577724235","2018-02-26","7625","29.41","3"
"1.85","556588039","2018-02-06","7625","47.04","12"
"10.0","559780792","2018-02-09","8743","47.57","15"
"32.18","556376773","2018-02-05","7625","26.98","8"
"1.85","556659489","2018-02-06","7625","48.4","6"
"12.0","564566588","2018-02-14","7625","40.81","1"
"5.4","556518211","2018-02-06","7625","48.45","34"
"711.02","565696212","2018-02-15","4427","43.43","3"
"2930.03","556607122","2018-02-06","5200","42.17",""
"6.0","576350432","2018-02-25","7625","46.79","5"
"6.0","556604840","2018-02-06","8743","49.41","26"
"7.85","574612603","2018-02-23","7625","47.47","27"
"12.0","553136861","2018-02-02","7625","47.78","24"
"7.4","557066492","2018-02-06","1392","49.48",""
"14.18","556558202","2018-02-06","14732","46.69","14"
"8.0","556112696","2018-02-05","8743","48.45","11"
"14.0","556785012","2018-02-06","8743","44.69","399"
"7.0","556610338","2018-02-06","8743","48.24","53"
"27.0","556408255","2018-02-05","8743","48.55","131"
"122.93","556109683","2018-02-05","12366","43.95","8"
"21.0","556515774","2018-02-06","7625","28.74","2"
"113.0","556663389","2018-02-06","7625","26.89","1"
"9.0","558434863","2018-02-07","8743","46.28","38"
"9.0","556551625","2018-02-06","8743","45.79","382"
"9.0","556789713","2018-02-06","8743","46.42","3114"
"39.85","556790143","2018-02-06","7625","29.21","18"
"9.0","556599891","2018-02-06","8743","47.06","212"
"8.0","556427530","2018-02-05","8743","49.23","325"
"2.0","565769496","2018-02-15","7625","48.69","7"
"2.0","556660059","2018-02-06","7625","48.34","5"
"8.0","556254804","2018-02-05","8743","47.54","7"
"10.0","570366165","2018-02-19","8743","48.99","52"
"2.0","568816518","2018-02-18","7625","28.44","9"
"10.0","556613301","2018-02-06","8743","47.16","41"
"10000.0","572910469","2018-02-22","7551","45.9","0"
"117.8","571740065","2018-02-21","7625","29.6","2"
"1.8","556414734","2018-02-05","7625","27.44","2"
"110.0","569339082","2018-02-18","7625","27.16","6"
"9.0","556374814","2018-02-05","8743","48.63","41"
"6.0","577792369","2018-02-26","8743","49.2","100"
"249.11","556195734","2018-02-05","8886","25.29",""
"617.0","556410693","2018-02-05","6189","45.86",""
"6.0","556393812","2018-02-05","8743","49.04","82"
"24.99","556431441","2018-02-05","2001326","47.63","0"
"1.99","556235509","2018-02-05","7625","28.48","5"
"7.0","560933450","2018-02-10","8743","49.15","70"
"10.0","556254576","2018-02-05","8743","47.0","178"
"6.0","556426882","2018-02-05","8743","47.08","99"
"2.0","560111751","2018-02-09","7625","45.83","9"
"10.0","556693490","2018-02-06","1973","43.96","12"
"15.17","564980657","2018-02-14","7625","43.17","12"
"5.0","570207060","2018-02-19","8743","47.6","16"
"84.6","556207391","2018-02-05","7625","45.69","77"
"12.0","570187844","2018-02-19","8743","45.24","18"
"10.0","556605189","2018-02-06","8743","46.28","212"
"2.0","556391744","2018-02-05","7625","45.09","136"
"644.58","556196093","2018-02-05","12056","48.51","1"
"99.95","556192839","2018-02-05","14652","42.87","5"
"44.0","556607317","2018-02-06","6831","33.54","1"
"70.39","574361515","2018-02-23","2001439","35.08",""
"4.0","556429648","2018-02-05","7625","29.4","8"
"9.56","570497308","2018-02-19","14731","44.53","123"
"2.0","556428390","2018-02-05","2209","32.26","13527"
"20.0","575372641","2018-02-24","8743","48.75","7"
"16.54","556660053","2018-02-06","14732","42.83","36"
"11.0","556409226","2018-02-05","8743","48.19","56"
"11.0","556518012","2018-02-06","7625","44.1","7"
"15.7","556514829","2018-02-06","7625","44.35","21"
"11.0","556553503","2018-02-06","8743","45.38","12"
"15.28","556202631","2018-02-05","14731","47.37","1968"
"12.57","556372009","2018-02-05","7625","28.82","24"
"2.97","561799304","2018-02-11","7625","49.47","36"
"149.99","571570153","2018-02-20","7027","43.97","1"
"25.1","556606613","2018-02-06","7625","35.86","67"
"16.0","556248526","2018-02-05","8743","49.0","551"
"2.0","556785576","2018-02-06","7625","47.97","8"
"7.0","556663816","2018-02-06","8743","47.87","16"
"2.0","556132409","2018-02-05","8743","46.67","457"
"14.0","577723006","2018-02-26","7625","40.63","21"
"9.0","556185223","2018-02-05","8743","49.17","59"
"2.0","556994291","2018-02-06","8743","49.15","1629"
"160.0","556379586","2018-02-05","7863","43.9","185"
"9.0","556599645","2018-02-06","8743","47.63","11"
"2.0","578086257","2018-02-27","7625","47.17","13"
"8.04","556206089","2018-02-05","14731","47.17","1968"
"2.0","556591040","2018-02-06","7625","42.84","20"
"1.93","556413683","2018-02-05","2002130","49.68","1"
"5.95","556211732","2018-02-05","7625","43.78","13"
"2.0","556664613","2018-02-06","8743","47.5","1837"
"11.0","556696644","2018-02-06","8743","49.27","27"
"33.0","577724159","2018-02-26","7625","42.16","18"
"6.0","556203611","2018-02-05","8743","48.97","1769"
"2.93","556414131","2018-02-05","7625","48.98","6"
"15.0","556190675","2018-02-05","7625","47.95","7"
"7.0","572845583","2018-02-22","8743","45.45","39"
"10.0","556552524","2018-02-06","8743","48.46","6"
"34.42","577719030","2018-02-26","7625","26.54","4"
"7.0","556409892","2018-02-05","8743","48.63","53"
"5049.38","556242207","2018-02-05","155","41.78",""
"12.0","556587359","2018-02-06","8743","43.81","126"
"6.0","574775563","2018-02-24","7625","46.48","7"
"16.2","556191621","2018-02-05","7625","28.42","4"
"5.0","556596625","2018-02-06","7625","48.6","47"
"6.0","556556785","2018-02-06","8743","48.54","639"
"21.0","556428662","2018-02-05","7625","29.08","3"
"4.0","556375869","2018-02-05","8743","49.17","6"
"6.0","571837529","2018-02-21","7625","41.75","9"
"169.0","556234866","2018-02-05","2001439","39.22",""
"8.0","556594468","2018-02-06","8743","49.7","36"
"9.49","577721896","2018-02-26","14731","48.6","64"
"2.0","576247473","2018-02-25","7625","28.36","3"
"11.48","556205132","2018-02-05","7625","35.73","47"
"8.0","556788632","2018-02-06","7625","43.47","8"
"5.0","556208622","2018-02-05","8743","48.87","133"
"2.0","561796076","2018-02-11","7625","48.41","7"
"9.0","556254767","2018-02-05","8743","48.07","26"
"2.0","556697139","2018-02-06","7625","41.79","2"
"3.0","556557257","2018-02-06","8743","45.7","60"
"12.0","556239773","2018-02-05","8743","45.65","18"
"50.0","556658364","2018-02-06","8743","46.29","14"
"17.15","556427453","2018-02-05","7625","46.98","75"
"172.99","571744680","2018-02-21","155","19.93",""
"8.0","556429636","2018-02-05","8743","42.97","11"
"16.0","556606565","2018-02-06","8743","46.37","92"
"18.85","566992195","2018-02-16","7625","29.0","39"
"0.0","574244625","2018-02-23","2003731","41.22","2666"
"2.0","560657873","2018-02-10","7625","27.96","2"
"1.95","556605389","2018-02-06","7625","45.85","96"
"7.31","574948605","2018-02-24","7625","31.39","7"
"2.0","556643636","2018-02-06","7625","28.28","3"
"24.0","556377112","2018-02-05","8743","46.11","73"
"11.0","556427330","2018-02-05","8743","49.65","13"
"355.48","556375865","2018-02-05","8408","46.55","7"
"12.0","556783638","2018-02-06","8743","48.37","118"
"3.0","556241346","2018-02-05","7625","49.07","7"
"22.0","556252424","2018-02-05","8743","46.64","78"
"2.0","556238291","2018-02-05","8743","46.43","67"
"9.57","556991368","2018-02-06","14731","48.87","203"
"158.99","565892635","2018-02-15","155","17.12",""
"15.0","556242837","2018-02-05","7625","29.95","2"
"17.95","558443590","2018-02-07","7625","25.54","2"
"4.79","575800413","2018-02-25","7625","37.58","47"
"10.0","576349657","2018-02-25","8743","41.87","51"
"9.0","560929332","2018-02-10","8743","41.93","11"
"34.33","556252074","2018-02-05","9352","41.32","1"
"2.96","556193619","2018-02-05","7625","28.21","2"
"116.49","556556005","2018-02-06","7625","29.24","5"
"3.93","556701460","2018-02-06","7625","47.77","63"
"6.0","558442084","2018-02-07","8743","49.27","140"
"3.9","556379802","2018-02-05","7625","49.8","12"
"0.0","556432452","2018-02-05","12426","49.95",""
"13.0","577729545","2018-02-26","8743","46.44","16"
"1.76","556788382","2018-02-06","7625","49.05","33"
"8.06","577719135","2018-02-26","7625","28.16","2"
"7.0","556593337","2018-02-06","8743","46.63","23"
"26.31","556662833","2018-02-06","7625","46.77","38"
"6.0","556375277","2018-02-05","8743","47.34","64"
"9.0","556252257","2018-02-05","8743","46.19","5"
"802.21","556130502","2018-02-05","8886","38.81",""
"2.0","556695672","2018-02-06","7625","27.11","8"
"13.0","556611246","2018-02-06","8743","48.33","11"
"2.0","556412654","2018-02-05","7625","46.96","27"
"1115.96","558081525","2018-02-07","4053","46.67",""
"18.95","556232830","2018-02-05","7625","28.44","10"
"10.0","556203644","2018-02-05","1632","43.15",""
"14.5","556641435","2018-02-06","7625","43.84","13"
"10.0","556409469","2018-02-05","1973","45.79","19"
"336.0","556517769","2018-02-06","7625","29.24","1"
"8.0","556696077","2018-02-06","8743","39.9","151"
"4.85","556412060","2018-02-05","7625","45.52","5"
"7.0","556394198","2018-02-05","8743","46.39","76"
"82.22","556248490","2018-02-05","7625","28.81","2"
"13.75","556408014","2018-02-05","7625","46.12","47"
"5.7","552919199","2018-02-02","7625","29.76","12"
"6.0","556110392","2018-02-05","8743","48.56","207"
"120.0","556254244","2018-02-05","8886","42.48",""
"9.0","556664716","2018-02-06","8743","47.15","50"
"196.8","572613688","2018-02-22","7863","24.22","3"
"13.0","556552022","2018-02-06","7625","47.87","67"
"2.0","575637058","2018-02-24","1632","48.26",""
"1.0","556551815","2018-02-06","8743","47.6","216"
"4.0","560908316","2018-02-10","7625","47.54","7"
"26.0","556131133","2018-02-05","8743","46.89","17"
"48.82","556239123","2018-02-05","7625","47.07","6"
"14.97","556592147","2018-02-06","14732","48.34","100"
"4.0","563517598","2018-02-12","8743","48.99","18"
"18.0","556236410","2018-02-05","7625","29.87","3"
"76.33","556555030","2018-02-06","9135","19.96","1"
"155.0","883133401","2018-02-21","2006778","33.79",""
"3.0","556211599","2018-02-05","8743","48.54","16"
"7.82","573919426","2018-02-23","7625","43.57","10"
"13.5","556379461","2018-02-05","7625","45.43","20"
"8.0","556659138","2018-02-06","8743","45.78","133"
"27.0","556608842","2018-02-06","8743","47.91","8"
"2.0","552709823","2018-02-02","7625","49.39","15"
"1090.5","556234253","2018-02-05","8546","44.93",""
"9.0","556238336","2018-02-05","7625","25.56","5"
"10.0","556695830","2018-02-06","7625","45.96","10"
"12.06","556134102","2018-02-05","14731","47.08","1935"
"145.5","560930693","2018-02-10","7625","28.64","12"
"0.0","556426318","2018-02-05","15055","46.73","1"
"0.0","560931535","2018-02-10","8150","44.12","2"
"8.0","556601608","2018-02-06","8743","47.65","202"
"130.5","556432376","2018-02-05","7625","26.53","20"
"13.0","556555075","2018-02-06","8743","42.45","39"
"17.44","578049136","2018-02-27","8497","28.74",""
"12.76","565728267","2018-02-15","7625","53.06","1"
"36.0","574601465","2018-02-23","7625","82.98","1"
"6.8","571949557","2018-02-21","7625","91.52","1"
"19.45","563478566","2018-02-12","7625","52.74","4"
"8.0","564070157","2018-02-13","7625","89.77","2"
"1.24","554540152","2018-02-04","7625","61.35","1"
"2.0","561377221","2018-02-10","7625","83.03","29"
"5.7","555678192","2018-02-05","7625","84.07","4"
"23.94","557530342","2018-02-07","7625","59.07","4"
"7.54","583607370","2018-02-27","7625","91.86","13"
"12.0","563274519","2018-02-12","7625","93.03","3"
"23.0","557984621","2018-02-07","7625","90.51","1"
"34.0","577409451","2018-02-26","7625","87.37","4"
"38.29","572131140","2018-02-21","7625","54.07","5"
"2.0","552990363","2018-02-02","7625","78.65","1"
"4.95","571946629","2018-02-21","7625","70.34","11"
"45.98","554495899","2018-02-04","407","52.97",""
"11.55","573250326","2018-02-22","7625","76.29","2"
"59.0","553207823","2018-02-02","7625","71.07","1"
"1.0","553085367","2018-02-02","7625","81.2","1"
"18.0","555730650","2018-02-05","7625","82.8","29"
"0.25","574682812","2018-02-24","7625","91.2","1"
"1590.0","560518829","2018-02-09","7625","51.86","1"
"56.98","573126567","2018-02-22","3234","89.05","0"
"133.9","556179412","2018-02-05","7625","53.59","1"
"60.0","556372262","2018-02-05","7625","83.46","2"
"21.5","556606667","2018-02-06","7625","68.24","2"
"17.1","556609498","2018-02-06","7625","89.19","1"
"2.0","556211234","2018-02-05","7625","93.05","4"
"93.53","556387111","2018-02-05","7625","68.95","1"
"54.4","556646851","2018-02-06","7625","67.66","3"
"38.16","560940887","2018-02-10","7625","72.93","36"
"144.2","556650263","2018-02-06","7625","76.89","2"
"14.0","557648802","2018-02-07","7625","73.85","5"
"2.0","556433704","2018-02-05","7625","68.48","1"
"1.07","563170776","2018-02-12","7625","67.25","1"
"3.8","573722438","2018-02-23","7625","77.72","1"
"2.0","556526840","2018-02-06","7625","87.72","8"
"4.0","560940400","2018-02-10","7625","78.11","10"
"8.0","564680564","2018-02-14","7625","70.91","4"
"9.0","570693416","2018-02-20","7625","63.42","1"
"12.8","568364181","2018-02-17","7625","77.47","1"
"177.93","556514061","2018-02-06","207","56.18","1"
"31.2","571932726","2018-02-21","7625","69.8","16"
"7.41","562783301","2018-02-12","7625","97.35","1"
"177.0","569254704","2018-02-18","7625","69.92","1"
"7.6","573400637","2018-02-22","7625","65.69","2"
"16.0","564275251","2018-02-13","7625","81.34","1"
"65.0","554292185","2018-02-03","7625","92.62","1"
"1.24","567978456","2018-02-17","7625","81.91","1"
"1.0","570043096","2018-02-19","7625","96.25","1"
"1.01","559661140","2018-02-09","7625","66.78","1"
"13.0","551901253","2018-02-01","7625","76.37","1"
"2.0","558428882","2018-02-07","7625","80.66","1"
"23.0","569643177","2018-02-18","7625","54.1","4"
"3.7","570264086","2018-02-19","7625","97.3","2"
"0.25","568480768","2018-02-17","7625","87.45","1"
"10.4","552813762","2018-02-02","7625","61.1","8"
"17.4","574729354","2018-02-24","7625","62.16","2"
"27.9","563480134","2018-02-12","7625","63.75","2"
"2.06","564683196","2018-02-14","7625","93.19","1"
"7.95","559041260","2018-02-08","7625","91.55","1"
"2.21","552015390","2018-02-01","7625","64.06","5"
"3.2","552439028","2018-02-02","7625","91.37","17"
"32.56","571066343","2018-02-20","7625","92.48","1"
"75.0","554412417","2018-02-03","7625","72.98","2"
"489.42","569137632","2018-02-17","7625","69.38","2"
"81.0","557104829","2018-02-06","7625","62.07","1"
"2.0","574711532","2018-02-24","7625","92.36","2"
"431.25","557343778","2018-02-06","71","75.59","3"
"2.0","553774408","2018-02-03","7625","85.44","3"
"1.95","552436454","2018-02-02","7625","96.0","1"
"27.5","552116296","2018-02-01","7625","51.91","10"
"10.59","568122340","2018-02-17","7625","74.44","8"
"49.99","564475107","2018-02-13","377","89.12","4"
"64.33","577041489","2018-02-26","1003","99.53","2"
"3.8","570681397","2018-02-20","7625","84.31","2"
"1.02","554222677","2018-02-03","7625","50.19","1"
"30.0","569859738","2018-02-19","7625","84.42","1"
"44.03","564143172","2018-02-13","7625","76.07","1"
"12.95","573791520","2018-02-23","7625","64.7","8"
"23.0","574706265","2018-02-24","7625","58.29","2"
"22.8","575827181","2018-02-25","7625","90.6","12"
"244.1","571013866","2018-02-20","7625","84.52","3"
"2.0","572996308","2018-02-22","7625","76.39","7"
"93.0","568037507","2018-02-17","7625","79.26","1"
"2.0","564648628","2018-02-14","7625","88.21","2"
"75.0","573789565","2018-02-23","7625","53.83","4"
"1.24","577176715","2018-02-26","7625","66.59","1"
"2.0","557915426","2018-02-07","7625","62.11","12"
"17.55","557892508","2018-02-07","7625","69.21","5"
"66.58","558243267","2018-02-07","7625","54.2","1"
"430.54","570691262","2018-02-20","407","84.27",""
"2.0","575878716","2018-02-25","7625","89.87","2"
"29.0","559113308","2018-02-08","7625","76.73","4"
"9.65","575827542","2018-02-25","7625","79.63","5"
"8.0","552843073","2018-02-02","7625","68.76","1"
"0.25","576582739","2018-02-25","7625","78.01","1"
"23.0","552386546","2018-02-02","7625","82.2","16"
"3.43","571049758","2018-02-20","7625","84.85","34"
"2.0","557099821","2018-02-06","7625","92.59","3"
"3.0","562657329","2018-02-12","7625","90.26","2"
